experiment,k,jl_eps,cluster_radius,lambda_eps,lambda_k,jl_dim,actual_clusters,items_assigned,lambda_min,lambda_max,lambda_mean,lambda_spread,graph_nnz,graph_sparsity,graph_density,build_time_s
631,100,0.700,3.0,1.50,20,76,6,800,0.00000000,1.00000000,0.35339780,1.00000000,4326,0.910620,0.089380,49.27
632,100,0.700,3.0,1.50,30,76,70,800,0.00000000,1.00000000,0.28435792,1.00000000,3620,0.925207,0.074793,51.71
633,100,0.700,3.0,1.50,50,76,34,800,0.00000000,1.00000000,0.23515174,1.00000000,5612,0.884050,0.115950,48.86
634,100,0.700,3.0,2.00,20,76,9,800,0.00000000,1.00000000,0.29760218,1.00000000,2376,0.950909,0.049091,48.80
635,100,0.700,3.0,2.00,30,76,42,800,0.00000000,1.00000000,0.31032040,1.00000000,3622,0.925165,0.074835,48.92
636,100,0.700,3.0,2.00,50,76,20,800,0.00000000,1.00000000,0.23939699,1.00000000,5622,0.883843,0.116157,48.89
637,100,0.700,3.0,2.50,20,76,15,800,0.00000000,1.00000000,0.28455679,1.00000000,2374,0.950950,0.049050,49.43
638,100,0.700,3.0,2.50,30,76,39,800,0.00000000,1.00000000,0.25445389,1.00000000,3620,0.925207,0.074793,48.84
639,100,0.700,3.0,2.50,50,76,20,800,0.00000000,1.00000000,0.21788533,1.00000000,5616,0.883967,0.116033,48.86
640,100,0.700,3.0,3.00,20,76,17,800,0.00000000,1.00000000,0.28687307,1.00000000,2374,0.950950,0.049050,48.93
641,100,0.700,3.0,3.00,30,76,23,800,0.00000000,1.00000000,0.29780604,1.00000000,3630,0.925000,0.075000,48.83
642,100,0.700,3.0,3.00,50,76,3,800,0.00000000,1.00000000,0.24438134,1.00000000,5656,0.883140,0.116860,48.82
643,100,0.700,3.0,4.00,20,76,25,800,0.00000000,1.00000000,0.31134037,1.00000000,2376,0.950909,0.049091,48.84
644,100,0.700,3.0,4.00,30,76,13,800,0.00000000,1.00000000,0.22586009,1.00000000,3624,0.925124,0.074876,48.83
645,100,0.700,3.0,4.00,50,76,30,800,0.00000000,1.00000000,0.22415904,1.00000000,5628,0.883719,0.116281,48.86
646,100,0.700,3.0,5.00,20,76,25,800,0.00000000,1.00000000,0.28964466,1.00000000,2374,0.950950,0.049050,49.33
647,100,0.700,3.0,5.00,30,76,10,800,0.00000000,1.00000000,0.28293629,1.00000000,3624,0.925124,0.074876,48.75
648,100,0.700,3.0,5.00,50,76,24,800,0.00000000,1.00000000,0.28870902,1.00000000,5628,0.883719,0.116281,48.86
