k,jl_eps,cluster_radius,lambda_eps,lambda_k,jl_dim,actual_clusters,lambda_min,lambda_max,lambda_mean,lambda_spread,graph_nnz,graph_sparsity
5,0.250,0.8,0.500,10,207,5,0.00000000,1.00000000,0.35610418,1.00000000,2364,0.996774
5,0.250,0.8,0.750,10,207,5,0.00000000,1.00000000,0.35357617,1.00000000,4114,0.994385
5,0.250,0.8,0.900,10,207,5,0.00000000,1.00000000,0.39250078,1.00000000,5178,0.992933
5,0.250,0.8,1.000,10,207,5,0.00000000,1.00000000,0.35515473,1.00000000,5936,0.991899
5,0.250,0.8,1.200,10,207,5,0.00000000,1.00000000,0.33823410,1.00000000,7502,0.989762
5,0.250,1.2,0.500,10,207,5,0.00000000,1.00000000,0.39815585,1.00000000,2440,0.996670
5,0.250,1.2,0.750,10,207,5,0.00000000,1.00000000,0.36985185,1.00000000,4122,0.994375
5,0.250,1.2,0.900,10,207,5,0.00000000,1.00000000,0.38716245,1.00000000,5176,0.992936
5,0.250,1.2,1.000,10,207,5,0.00000000,1.00000000,0.44095500,1.00000000,5872,0.991986
5,0.250,1.2,1.200,10,207,5,0.00000000,1.00000000,0.39307803,1.00000000,7484,0.989786
5,0.250,1.6,0.500,10,207,5,0.00000000,1.00000000,0.38264251,1.00000000,2440,0.996670
5,0.250,1.6,0.750,10,207,5,0.00000000,1.00000000,0.38997414,1.00000000,4000,0.994541
5,0.250,1.6,0.900,10,207,5,0.00000000,1.00000000,0.39517866,1.00000000,5220,0.992876
5,0.250,1.6,1.000,10,207,5,0.00000000,1.00000000,0.48193993,1.00000000,5952,0.991877
5,0.250,1.6,1.200,10,207,5,0.00000000,1.00000000,0.38379085,1.00000000,7464,0.989814
5,0.250,2.0,0.500,10,207,5,0.00000000,1.00000000,0.41195140,1.00000000,2466,0.996635
5,0.250,2.0,0.750,10,207,5,0.00000000,1.00000000,0.43998321,1.00000000,4136,0.994355
5,0.250,2.0,0.900,10,207,5,0.00000000,1.00000000,0.33680998,1.00000000,5268,0.992811
5,0.250,2.0,1.000,10,207,5,0.00000000,1.00000000,0.40494559,1.00000000,6062,0.991727
5,0.250,2.0,1.200,10,207,5,0.00000000,1.00000000,0.38082721,1.00000000,7494,0.989773
5,0.250,2.6,0.500,10,207,5,0.00000000,1.00000000,0.46192811,1.00000000,2448,0.996659
5,0.250,2.6,0.750,10,207,5,0.00000000,1.00000000,0.35431816,1.00000000,4108,0.994394
5,0.250,2.6,0.900,10,207,5,0.00000000,1.00000000,0.33636233,1.00000000,5206,0.992895
5,0.250,2.6,1.000,10,207,5,0.00000000,1.00000000,0.36562900,1.00000000,5938,0.991896
5,0.250,2.6,1.200,10,207,5,0.00000000,1.00000000,0.44340110,1.00000000,7414,0.989882
5,0.250,3.2,0.500,10,207,5,0.00000000,1.00000000,0.35530895,1.00000000,2438,0.996673
5,0.250,3.2,0.750,10,207,5,0.00000000,1.00000000,0.43879820,1.00000000,4072,0.994443
5,0.250,3.2,0.900,10,207,5,0.00000000,1.00000000,0.38778873,1.00000000,5148,0.992974
5,0.250,3.2,1.000,10,207,5,0.00000000,1.00000000,0.43873658,1.00000000,5950,0.991880
5,0.250,3.2,1.200,10,207,5,0.00000000,1.00000000,0.33858426,1.00000000,7454,0.989827
5,0.350,0.8,0.500,10,106,5,0.00000000,1.00000000,0.33955576,1.00000000,1297,0.993208
5,0.350,0.8,0.750,10,106,5,0.00000000,1.00000000,0.47546107,1.00000000,2101,0.988998
5,0.350,0.8,0.900,10,106,5,0.00000000,1.00000000,0.40488844,1.00000000,2647,0.986139
5,0.350,0.8,1.000,10,106,5,0.00000000,1.00000000,0.41146813,1.00000000,3133,0.983594
5,0.350,0.8,1.200,10,106,5,0.00000000,1.00000000,0.40024450,1.00000000,3855,0.979813
5,0.350,1.2,0.500,10,106,5,0.00000000,1.00000000,0.35618192,1.00000000,1283,0.993282
5,0.350,1.2,0.750,10,106,5,0.00000000,1.00000000,0.38800839,1.00000000,2075,0.989134
5,0.350,1.2,0.900,10,106,5,0.00000000,1.00000000,0.37019922,1.00000000,2581,0.986485
5,0.350,1.2,1.000,10,106,5,0.00000000,1.00000000,0.34032861,1.00000000,2975,0.984422
5,0.350,1.2,1.200,10,106,5,0.00000000,1.00000000,0.38009125,1.00000000,3821,0.979992
5,0.350,1.6,0.500,10,106,5,0.00000000,1.00000000,0.38258899,1.00000000,1329,0.993041
5,0.350,1.6,0.750,10,106,5,0.00000000,1.00000000,0.43952447,1.00000000,2161,0.988684
5,0.350,1.6,0.900,10,106,5,0.00000000,1.00000000,0.42431309,1.00000000,2661,0.986066
5,0.350,1.6,1.000,10,106,5,0.00000000,1.00000000,0.37766630,1.00000000,3023,0.984170
5,0.350,1.6,1.200,10,106,5,0.00000000,1.00000000,0.39650689,1.00000000,3791,0.980149
5,0.350,2.0,0.500,10,106,5,0.00000000,1.00000000,0.39463241,1.00000000,1295,0.993219
5,0.350,2.0,0.750,10,106,5,0.00000000,1.00000000,0.39245997,1.00000000,2031,0.989365
5,0.350,2.0,0.900,10,106,5,0.00000000,1.00000000,0.30989035,1.00000000,2651,0.986118
5,0.350,2.0,1.000,10,106,5,0.00000000,1.00000000,0.31268240,1.00000000,3049,0.984034
5,0.350,2.0,1.200,10,106,5,0.00000000,1.00000000,0.37176403,1.00000000,3793,0.980138
5,0.350,2.6,0.500,10,106,5,0.00000000,1.00000000,0.39747199,1.00000000,1253,0.993439
5,0.350,2.6,0.750,10,106,5,0.00000000,1.00000000,0.42874908,1.00000000,2023,0.989407
5,0.350,2.6,0.900,10,106,5,0.00000000,1.00000000,0.32189404,1.00000000,2619,0.986286
5,0.350,2.6,1.000,10,106,5,0.00000000,1.00000000,0.37724045,1.00000000,2981,0.984390
5,0.350,2.6,1.200,10,106,5,0.00000000,1.00000000,0.37482983,1.00000000,3799,0.980107
5,0.350,3.2,0.500,10,106,5,0.00000000,1.00000000,0.39293474,1.00000000,1267,0.993365
5,0.350,3.2,0.750,10,106,5,0.00000000,1.00000000,0.28885348,1.00000000,2097,0.989019
5,0.350,3.2,0.900,10,106,5,0.00000000,1.00000000,0.37484771,1.00000000,2641,0.986171
5,0.350,3.2,1.000,10,106,5,0.00000000,1.00000000,0.42491798,1.00000000,3017,0.984202
5,0.350,3.2,1.200,10,106,5,0.00000000,1.00000000,0.44669845,1.00000000,3823,0.979981
5,0.500,0.8,0.500,10,52,5,0.00000000,1.00000000,0.36837816,1.00000000,584,0.987248
5,0.500,0.8,0.750,10,52,5,0.00000000,1.00000000,0.36473907,1.00000000,1020,0.977727
5,0.500,0.8,0.900,10,52,5,0.00000000,1.00000000,0.28740382,1.00000000,1296,0.971701
5,0.500,0.8,1.000,10,52,5,0.00000000,1.00000000,0.30025521,1.00000000,1492,0.967421
5,0.500,0.8,1.200,10,52,5,0.00000000,1.00000000,0.36244077,1.00000000,1830,0.960040
5,0.500,1.2,0.500,10,52,5,0.00000000,1.00000000,0.38066905,1.00000000,602,0.986855
5,0.500,1.2,0.750,10,52,5,0.00000000,1.00000000,0.30860601,1.00000000,990,0.978382
5,0.500,1.2,0.900,10,52,5,0.00000000,1.00000000,0.36126325,1.00000000,1266,0.972356
5,0.500,1.2,1.000,10,52,5,0.00000000,1.00000000,0.33881695,1.00000000,1460,0.968119
5,0.500,1.2,1.200,10,52,5,0.00000000,1.00000000,0.36598453,1.00000000,1874,0.959079
5,0.500,1.6,0.500,10,52,5,0.00000000,1.00000000,0.37478019,1.00000000,646,0.985894
5,0.500,1.6,0.750,10,52,5,0.00000000,1.00000000,0.37800126,1.00000000,1028,0.977553
5,0.500,1.6,0.900,10,52,5,0.00000000,1.00000000,0.38538166,1.00000000,1294,0.971744
5,0.500,1.6,1.000,10,52,5,0.00000000,1.00000000,0.35588047,1.00000000,1504,0.967159
5,0.500,1.6,1.200,10,52,5,0.00000000,1.00000000,0.29806608,1.00000000,1790,0.960914
5,0.500,2.0,0.500,10,52,5,0.00000000,1.00000000,0.32460035,1.00000000,626,0.986331
5,0.500,2.0,0.750,10,52,5,0.00000000,1.00000000,0.35616395,1.00000000,1018,0.977771
5,0.500,2.0,0.900,10,52,5,0.00000000,1.00000000,0.24767610,1.00000000,1280,0.972050
5,0.500,2.0,1.000,10,52,5,0.00000000,1.00000000,0.33618152,1.00000000,1462,0.968076
5,0.500,2.0,1.200,10,52,5,0.00000000,1.00000000,0.30060986,1.00000000,1822,0.960215
5,0.500,2.6,0.500,10,52,5,0.00000000,1.00000000,0.33903990,1.00000000,606,0.986767
5,0.500,2.6,0.750,10,52,5,0.00000000,1.00000000,0.33455861,1.00000000,1000,0.978164
5,0.500,2.6,0.900,10,52,5,0.00000000,1.00000000,0.30154379,1.00000000,1374,0.969997
5,0.500,2.6,1.000,10,52,5,0.00000000,1.00000000,0.37886922,1.00000000,1576,0.965587
5,0.500,2.6,1.200,10,52,5,0.00000000,1.00000000,0.40159782,1.00000000,1848,0.959647
5,0.500,3.2,0.500,10,52,5,0.00000000,1.00000000,0.33528177,1.00000000,572,0.987510
5,0.500,3.2,0.750,10,52,5,0.00000000,1.00000000,0.34497697,1.00000000,1038,0.977334
5,0.500,3.2,0.900,10,52,5,0.00000000,1.00000000,0.37651309,1.00000000,1268,0.972312
5,0.500,3.2,1.000,10,52,5,0.00000000,1.00000000,0.40031069,1.00000000,1532,0.966547
5,0.500,3.2,1.200,10,52,5,0.00000000,1.00000000,0.41971076,1.00000000,1794,0.960826
5,0.700,0.8,0.500,10,32,5,0.00000000,1.00000000,0.24495117,1.00000000,298,0.975372
5,0.700,0.8,0.750,10,32,5,0.00000000,1.00000000,0.38891107,1.00000000,496,0.959008
5,0.700,0.8,0.900,10,32,5,0.00000000,1.00000000,0.34099203,1.00000000,670,0.944628
